"paragraphnum","charname","speechcount"
949,"(stage directions)",126
2779,"Falstaff",471
2783,"Ford",99
2788,"Page",75
2792,"Mistress Page",101
2794,"(stage directions)",126
2795,"Slender",56
2796,"Page",75
2797,"Slender",56
2799,"Page",75
2800,"Slender",56
2806,"Page",75
2807,"Slender",56
2811,"Page",75
2813,"Slender",56
2816,"Mistress Page",101
2819,"(stage directions)",126
2820,"Doctor Caius",49
2823,"Mistress Page",101
2824,"Doctor Caius",49
2825,"(stage directions)",126
2826,"Ford",99
2827,"Page",75
2830,"Anne Page",19
2831,"Page",75
2832,"Mistress Page",101
2833,"Fenton",20
2844,"Ford",99
2847,"Falstaff",471
2849,"Page",75
2851,"Falstaff",471
2852,"Mistress Page",101
2857,"Ford",99
2860,"(stage directions)",126
3,"(stage directions)",126
4,"Theseus",48
10,"Hippolyta",14
15,"Theseus",48
25,"(stage directions)",126
26,"Egeus",7
27,"Theseus",48
102,"Egeus",7
595,"Demetrius",48
2030,"Theseus",48
28,"Egeus",7
52,"Theseus",48
59,"Hermia",48
60,"Theseus",48
63,"Hermia",48
64,"Theseus",48
65,"Hermia",48
72,"Theseus",48
86,"Hermia",48
90,"Theseus",48
98,"Demetrius",48
100,"Lysander",50
1017,"Bottom",59
106,"Lysander",50
118,"Theseus",48
134,"Egeus",7
135,"(stage directions)",126
136,"Lysander",50
138,"Hermia",48
140,"Lysander",50
144,"Hermia",48
145,"Lysander",50
146,"Hermia",48
147,"Lysander",50
148,"Hermia",48
149,"Lysander",50
158,"Hermia",48
352,"Bottom",59
1020,"Peaseblossom",4
685,"Valentine",149
164,"Lysander",50
177,"Hermia",48
188,"Lysander",50
189,"(stage directions)",126
190,"Hermia",48
191,"Helena",36
204,"Hermia",48
205,"Helena",36
206,"Hermia",48
207,"Helena",36
208,"Hermia",48
209,"Helena",36
210,"Hermia",48
211,"Helena",36
212,"Hermia",48
218,"Lysander",50
1107,"Hermia",48
224,"Hermia",48
234,"Lysander",50
238,"(stage directions)",126
239,"Helena",36
265,"(stage directions)",126
268,"(stage directions)",126
269,"Quince",40
270,"Bottom",59
272,"Quince",40
276,"Bottom",59
279,"Quince",40
281,"Bottom",59
284,"Quince",40
285,"Bottom",59
286,"Quince",40
287,"Bottom",59
288,"Quince",40
569,"Demetrius",48
871,"Quince",40
289,"Bottom",59
306,"Quince",40
307,"Flute",18
308,"Quince",40
309,"Flute",18
310,"Quince",40
311,"Flute",18
312,"Quince",40
314,"Bottom",59
318,"Quince",40
319,"Bottom",59
320,"Quince",40
321,"Starveling",7
322,"Quince",40
324,"Snout",9
325,"Quince",40
328,"Snug",4
330,"Quince",40
331,"Bottom",59
335,"Quince",40
338,"All",2
339,"Bottom",59
345,"Quince",40
349,"Bottom",59
351,"Quince",40
356,"Quince",40
366,"Bottom",59
368,"Quince",40
369,"Bottom",59
370,"(stage directions)",126
373,"(stage directions)",126
374,"Puck",33
375,"Fairy",4
391,"Puck",33
405,"Fairy",4
576,"Helena",36
580,"Demetrius",48
874,"Snout",9
416,"Puck",33
433,"Fairy",4
434,"(stage directions)",126
435,"Oberon",29
436,"Titania",23
438,"Oberon",29
439,"Titania",23
449,"Oberon",29
456,"Titania",23
493,"Oberon",29
583,"Helena",36
592,"Demetrius",48
594,"Helena",36
497,"Titania",23
514,"Oberon",29
515,"Titania",23
519,"Oberon",29
520,"Titania",23
522,"(stage directions)",126
523,"Oberon",29
532,"Puck",33
533,"Oberon",29
553,"Puck",33
555,"(stage directions)",126
556,"Oberon",29
568,"(stage directions)",126
875,"Bottom",59
877,"Quince",40
601,"Helena",36
608,"Demetrius",48
610,"Helena",36
616,"Demetrius",48
619,"Helena",36
627,"(stage directions)",126
628,"Oberon",29
632,"Puck",33
633,"Oberon",29
653,"Puck",33
654,"(stage directions)",126
657,"(stage directions)",126
658,"Titania",23
683,"Fairy",4
685,"(stage directions)",126
686,"(stage directions)",126
1109,"Demetrius",48
687,"Oberon",29
695,"(stage directions)",126
696,"(stage directions)",126
697,"Lysander",50
701,"Hermia",48
703,"Lysander",50
705,"Hermia",48
707,"Lysander",50
715,"Hermia",48
724,"Lysander",50
727,"Hermia",48
728,"(stage directions)",126
729,"(stage directions)",126
730,"Puck",33
748,"(stage directions)",126
749,"(stage directions)",126
750,"Helena",36
751,"Demetrius",48
752,"Helena",36
753,"Demetrius",48
754,"(stage directions)",126
1224,"Benedick",134
755,"Helena",36
770,"Lysander",50
775,"Helena",36
778,"Lysander",50
790,"Helena",36
802,"(stage directions)",126
803,"Lysander",50
813,"(stage directions)",126
878,"Bottom",59
1021,"Bottom",59
1025,"Mustardseed",5
814,"Hermia",48
826,"(stage directions)",126
829,"(stage directions)",126
830,"Bottom",59
831,"Quince",40
835,"Bottom",59
836,"Quince",40
837,"Bottom",59
841,"Snout",9
842,"Starveling",7
843,"Bottom",59
850,"Quince",40
852,"Bottom",59
853,"Snout",9
854,"Starveling",7
855,"Bottom",59
860,"Snout",9
861,"Bottom",59
939,"Bottom",59
941,"(stage directions)",126
881,"Quince",40
887,"Snout",9
888,"Bottom",59
893,"Quince",40
898,"(stage directions)",126
899,"Puck",33
903,"Quince",40
904,"Bottom",59
905,"Quince",40
906,"Bottom",59
910,"(stage directions)",126
911,"Puck",33
912,"(stage directions)",126
913,"Flute",18
914,"Quince",40
916,"Flute",18
921,"Quince",40
925,"Flute",18
927,"(stage directions)",126
928,"Bottom",59
929,"Quince",40
931,"(stage directions)",126
932,"Puck",33
938,"(stage directions)",126
950,"Bottom",59
960,"Titania",23
961,"Bottom",59
969,"Titania",23
974,"Bottom",59
979,"Titania",23
980,"Bottom",59
982,"Titania",23
993,"(stage directions)",126
994,"Peaseblossom",4
995,"Cobweb",4
996,"Moth",2
997,"Mustardseed",5
998,"All",2
999,"Titania",23
1010,"Peaseblossom",4
1011,"Cobweb",4
1012,"Moth",2
1013,"Mustardseed",5
1014,"Bottom",59
1016,"Cobweb",4
1026,"Bottom",59
1032,"Titania",23
1037,"(stage directions)",126
1040,"(stage directions)",126
1041,"Oberon",29
1048,"Puck",33
1079,"Oberon",29
1082,"Puck",33
1085,"(stage directions)",126
1086,"Oberon",29
1087,"Puck",33
1088,"Demetrius",48
1090,"Hermia",48
1103,"Demetrius",48
1225,"Leonato",120
1110,"Hermia",48
1119,"Demetrius",48
1122,"Hermia",48
1123,"Demetrius",48
1124,"Hermia",48
1127,"(stage directions)",126
1128,"Demetrius",48
1134,"(stage directions)",126
1135,"Oberon",29
1139,"Puck",33
1141,"Oberon",29
1147,"Puck",33
1149,"(stage directions)",126
1150,"Oberon",29
1158,"(stage directions)",126
1159,"Puck",33
1165,"Oberon",29
1167,"Puck",33
1171,"(stage directions)",126
1236,"Lysander",50
1237,"Hermia",48
404,"(stage directions)",126
1172,"Lysander",50
1178,"Helena",36
1184,"Lysander",50
1185,"Helena",36
1186,"Lysander",50
1187,"Demetrius",48
1195,"Helena",36
1212,"Lysander",50
1218,"Helena",36
1219,"Demetrius",48
1224,"Lysander",50
1225,"Demetrius",48
1228,"(stage directions)",126
1229,"Hermia",48
1238,"Lysander",50
1243,"Hermia",48
1244,"Helena",36
1272,"Hermia",48
1274,"Helena",36
1288,"Hermia",48
1289,"Helena",36
1297,"Lysander",50
1299,"Helena",36
1300,"Hermia",48
1301,"Demetrius",48
1302,"Lysander",50
1307,"Demetrius",48
1308,"Lysander",50
1309,"Demetrius",48
1310,"Hermia",48
1311,"Lysander",50
1226,"Claudio",125
1312,"Demetrius",48
1315,"Lysander",50
1317,"Hermia",48
1319,"Lysander",50
1321,"Hermia",48
1322,"Helena",36
1323,"Lysander",50
1324,"Demetrius",48
1326,"Lysander",50
1328,"Hermia",48
1336,"Lysander",50
1341,"Hermia",48
1344,"Helena",36
1349,"Hermia",48
1359,"Helena",36
1366,"Hermia",48
1491,"Lysander",50
1501,"(stage directions)",126
1502,"(stage directions)",126
1367,"Helena",36
1379,"Hermia",48
1380,"Helena",36
1381,"Hermia",48
1382,"Helena",36
1383,"Lysander",50
1384,"Demetrius",48
1385,"Helena",36
1388,"Hermia",48
1391,"Lysander",50
1394,"Demetrius",48
1400,"Lysander",50
1403,"Demetrius",48
1404,"(stage directions)",126
1405,"Hermia",48
1407,"Helena",36
1411,"(stage directions)",126
1412,"Hermia",48
1413,"(stage directions)",126
1414,"Oberon",29
1416,"Puck",33
1503,"Puck",33
1504,"Demetrius",48
1508,"Puck",33
405,"Leonato",120
1423,"Oberon",29
1447,"Puck",33
1457,"Oberon",29
1465,"(stage directions)",126
1466,"Puck",33
1471,"(stage directions)",126
1472,"Lysander",50
1473,"Puck",33
1474,"Lysander",50
1475,"Puck",33
1477,"(stage directions)",126
1478,"(stage directions)",126
1479,"Demetrius",48
1482,"Puck",33
1487,"Demetrius",48
1488,"Puck",33
1489,"(stage directions)",126
1490,"(stage directions)",126
1509,"Demetrius",48
1514,"(stage directions)",126
1515,"(stage directions)",126
1516,"Helena",36
1522,"(stage directions)",126
1523,"Puck",33
1528,"(stage directions)",126
1529,"Hermia",48
1535,"(stage directions)",126
1536,"Puck",33
1553,"(stage directions)",126
1560,"Titania",23
1564,"Bottom",59
1565,"Peaseblossom",4
1566,"Bottom",59
1567,"Cobweb",4
1568,"Bottom",59
1576,"Mustardseed",5
1577,"Bottom",59
1579,"Mustardseed",5
1580,"Bottom",59
1585,"Titania",23
1587,"Bottom",59
1589,"Titania",23
406,"Antonio",23
1590,"Bottom",59
1593,"Titania",23
1595,"Bottom",59
1598,"Titania",23
1605,"(stage directions)",126
1606,"(stage directions)",126
1607,"Oberon",29
1638,"Titania",23
1640,"Oberon",29
1641,"Titania",23
1643,"Oberon",29
1646,"Titania",23
1647,"(stage directions)",126
1648,"Puck",33
1650,"Oberon",29
1658,"Puck",33
1660,"Oberon",29
1664,"Titania",23
1668,"(stage directions)",126
1669,"(stage directions)",126
1671,"Theseus",48
1681,"Hippolyta",14
1688,"Theseus",48
1697,"Egeus",7
1701,"Theseus",48
1706,"Egeus",7
1707,"Theseus",48
1712,"Lysander",50
1713,"Theseus",48
1718,"Lysander",50
1726,"Egeus",7
1809,"Quince",40
1811,"Flute",18
1813,"(stage directions)",126
686,"Thurio",36
1732,"Demetrius",48
1749,"Theseus",48
1759,"(stage directions)",126
1760,"Demetrius",48
1761,"Hermia",48
1763,"Helena",36
1766,"Demetrius",48
1770,"Hermia",48
1771,"Helena",36
1772,"Lysander",50
1773,"Demetrius",48
1775,"(stage directions)",126
1776,"Bottom",59
1796,"(stage directions)",126
1799,"(stage directions)",126
1800,"Quince",40
1801,"Starveling",7
1803,"Flute",18
1805,"Quince",40
1807,"Flute",18
1814,"Snug",4
1818,"Flute",18
1824,"(stage directions)",126
1825,"Bottom",59
1826,"Quince",40
1827,"Bottom",59
1830,"Quince",40
1831,"Bottom",59
1843,"(stage directions)",126
1848,"Hippolyta",14
1850,"Theseus",48
1871,"Hippolyta",14
1876,"Theseus",48
1880,"Lysander",50
1882,"Theseus",48
1890,"Theseus",48
1893,"Philostrate",6
1895,"(stage directions)",126
1896,"Theseus",48
1916,"Philostrate",6
1926,"Theseus",48
1927,"Philostrate",6
1931,"Theseus",48
1932,"Philostrate",6
1938,"Theseus",48
1942,"(stage directions)",126
1943,"Hippolyta",14
1945,"Theseus",48
1946,"Hippolyta",14
2016,"Snout",9
1947,"Theseus",48
1964,"(stage directions)",126
1965,"Philostrate",6
1966,"Theseus",48
1967,"(stage directions)",126
1968,"(stage directions)",126
1969,"Quince",40
1979,"Theseus",48
1980,"Lysander",50
1983,"Hippolyta",14
1985,"Theseus",48
1987,"(stage directions)",126
1988,"Quince",40
2013,"(stage directions)",126
2014,"Theseus",48
2015,"Demetrius",48
2026,"Theseus",48
2027,"Demetrius",48
2029,"(stage directions)",126
2031,"Bottom",59
2044,"Theseus",48
2045,"Bottom",59
2049,"(stage directions)",126
2050,"Flute",18
2054,"Bottom",59
2056,"Flute",18
2057,"Bottom",59
2059,"Flute",18
2060,"Bottom",59
2061,"Flute",18
2062,"Bottom",59
2063,"Flute",18
2064,"Bottom",59
2065,"Flute",18
2066,"(stage directions)",126
2067,"Snout",9
2069,"(stage directions)",126
2070,"Theseus",48
2071,"Demetrius",48
2073,"Hippolyta",14
2074,"Theseus",48
2076,"Hippolyta",14
2077,"Theseus",48
2080,"(stage directions)",126
46,"Beatrice",106
49,"Messenger",17
2081,"Snug",4
2089,"Theseus",48
2090,"Demetrius",48
2091,"Lysander",50
2092,"Theseus",48
2093,"Demetrius",48
2095,"Theseus",48
2098,"Starveling",7
2099,"Demetrius",48
2100,"Theseus",48
2102,"Starveling",7
2104,"Theseus",48
2107,"Demetrius",48
2109,"Hippolyta",14
2110,"Theseus",48
2113,"Lysander",50
2114,"Starveling",7
2117,"Demetrius",48
2119,"(stage directions)",126
2120,"Flute",18
2121,"Snug",4
2122,"(stage directions)",126
2123,"Demetrius",48
2124,"Theseus",48
2125,"Hippolyta",14
2127,"(stage directions)",126
2128,"Theseus",48
2129,"Lysander",50
2130,"Demetrius",48
2131,"(stage directions)",126
50,"Beatrice",106
2120,"Antonio",23
2132,"Bottom",59
2148,"Theseus",48
2150,"Hippolyta",14
2151,"Bottom",59
2170,"(stage directions)",126
2171,"Demetrius",48
2172,"Lysander",50
2173,"Theseus",48
2175,"Hippolyta",14
2177,"Theseus",48
2179,"(stage directions)",126
2180,"Hippolyta",14
2182,"Demetrius",48
2185,"Lysander",50
2186,"Demetrius",48
2187,"Flute",18
2212,"(stage directions)",126
2213,"Theseus",48
2214,"Demetrius",48
2215,"Bottom",59
2219,"Theseus",48
2236,"(stage directions)",126
2237,"(stage directions)",126
2238,"Puck",33
2258,"(stage directions)",126
2259,"Oberon",29
2265,"Titania",23
2269,"(stage directions)",126
2270,"Oberon",29
2292,"(stage directions)",126
51,"Messenger",17
53,"Beatrice",106
407,"Beatrice",106
2293,"Puck",33
3,"(stage directions)",126
4,"Leonato",120
6,"Messenger",17
8,"Leonato",120
9,"Messenger",17
10,"Leonato",120
13,"Messenger",17
19,"Leonato",120
21,"Messenger",17
25,"Leonato",120
26,"Messenger",17
27,"Leonato",120
30,"Beatrice",106
32,"Messenger",17
34,"Leonato",120
35,"Hero",44
36,"Messenger",17
37,"Beatrice",106
43,"Leonato",120
45,"Messenger",17
336,"Don John",40
55,"Leonato",120
59,"Beatrice",106
67,"Messenger",17
68,"Beatrice",106
71,"Messenger",17
72,"Beatrice",106
75,"Messenger",17
76,"Beatrice",106
81,"Messenger",17
82,"Beatrice",106
83,"Leonato",120
84,"Beatrice",106
85,"Messenger",17
86,"(stage directions)",126
87,"Don Pedro",135
90,"Leonato",120
94,"Don Pedro",135
96,"Leonato",120
97,"Benedick",134
98,"Leonato",120
99,"Don Pedro",135
103,"Benedick",134
106,"Beatrice",106
108,"Benedick",134
338,"Conrade",23
2239,"Claudio",125
109,"Beatrice",106
113,"Benedick",134
117,"Beatrice",106
122,"Benedick",134
125,"Beatrice",106
127,"Benedick",134
128,"Beatrice",106
129,"Benedick",134
132,"Beatrice",106
133,"Don Pedro",135
139,"Leonato",120
143,"Don John",40
145,"Leonato",120
146,"Don Pedro",135
147,"(stage directions)",126
148,"Claudio",125
149,"Benedick",134
150,"Claudio",125
151,"Benedick",134
154,"Claudio",125
155,"Benedick",134
161,"Claudio",125
163,"Benedick",134
164,"Claudio",125
165,"Benedick",134
170,"Claudio",125
172,"Benedick",134
177,"Claudio",125
179,"Benedick",134
185,"(stage directions)",126
186,"Don Pedro",135
188,"Benedick",134
189,"Don Pedro",135
190,"Benedick",134
196,"Claudio",125
197,"Benedick",134
200,"Claudio",125
202,"Don Pedro",135
203,"Claudio",125
204,"Don Pedro",135
205,"Claudio",125
206,"Benedick",134
207,"Claudio",125
208,"Don Pedro",135
209,"Benedick",134
212,"Don Pedro",135
214,"Claudio",125
339,"Don John",40
340,"Conrade",23
409,"Hero",44
2421,"Leonato",120
216,"Benedick",134
224,"Don Pedro",135
225,"Benedick",134
231,"Don Pedro",135
233,"Benedick",134
236,"Don Pedro",135
238,"Benedick",134
244,"Claudio",125
245,"Don Pedro",135
247,"Benedick",134
248,"Don Pedro",135
253,"Benedick",134
255,"Claudio",125
256,"Don Pedro",135
257,"Benedick",134
262,"(stage directions)",126
263,"Claudio",125
264,"Don Pedro",135
267,"Claudio",125
268,"Don Pedro",135
400,"Borachio",38
401,"(stage directions)",126
519,"Benedick",134
270,"Claudio",125
280,"Don Pedro",135
286,"Claudio",125
290,"Don Pedro",135
303,"(stage directions)",126
305,"(stage directions)",126
306,"Leonato",120
308,"Antonio",23
310,"Leonato",120
311,"Antonio",23
320,"Leonato",120
321,"Antonio",23
323,"Leonato",120
331,"(stage directions)",126
333,"(stage directions)",126
334,"Conrade",23
342,"Don John",40
350,"Conrade",23
357,"Don John",40
368,"Conrade",23
369,"Don John",40
373,"Borachio",38
376,"Don John",40
379,"Borachio",38
380,"Don John",40
381,"Borachio",38
382,"Don John",40
384,"Borachio",38
385,"Don John",40
386,"Borachio",38
392,"Don John",40
396,"Conrade",23
397,"Don John",40
410,"Beatrice",106
414,"Leonato",120
417,"Beatrice",106
420,"Leonato",120
422,"Antonio",23
423,"Beatrice",106
426,"Leonato",120
427,"Beatrice",106
431,"Leonato",120
432,"Beatrice",106
440,"Leonato",120
441,"Beatrice",106
448,"Antonio",23
450,"Beatrice",106
455,"Leonato",120
456,"Beatrice",106
462,"Leonato",120
687,"Valentine",149
464,"Beatrice",106
475,"Leonato",120
476,"Beatrice",106
477,"Leonato",120
481,"Don Pedro",135
482,"Hero",44
484,"Don Pedro",135
485,"Hero",44
486,"Don Pedro",135
487,"Hero",44
489,"Don Pedro",135
490,"Hero",44
491,"Don Pedro",135
492,"(stage directions)",126
493,"Balthasar",11
494,"Margaret",26
496,"Balthasar",11
497,"Margaret",26
498,"Balthasar",11
499,"Margaret",26
500,"Balthasar",11
501,"Margaret",26
503,"Balthasar",11
504,"Ursula",19
505,"Antonio",23
506,"Ursula",19
507,"Antonio",23
508,"Ursula",19
511,"Antonio",23
512,"Ursula",19
516,"Beatrice",106
517,"Benedick",134
518,"Beatrice",106
520,"Beatrice",106
523,"Benedick",134
524,"Beatrice",106
525,"Benedick",134
526,"Beatrice",106
527,"Benedick",134
528,"Beatrice",106
535,"Benedick",134
536,"Beatrice",106
543,"Benedick",134
544,"Beatrice",106
546,"(stage directions)",126
547,"Don John",40
550,"Borachio",38
551,"Don John",40
552,"Claudio",125
553,"Don John",40
557,"Claudio",125
558,"Don John",40
559,"Borachio",38
560,"Don John",40
561,"(stage directions)",126
562,"Claudio",125
573,"(stage directions)",126
574,"Benedick",134
575,"Claudio",125
576,"Benedick",134
577,"Claudio",125
688,"Thurio",36
578,"Benedick",134
583,"Claudio",125
584,"Benedick",134
587,"Claudio",125
588,"Benedick",134
590,"Claudio",125
591,"(stage directions)",126
592,"Benedick",134
600,"(stage directions)",126
601,"Don Pedro",135
602,"Benedick",134
609,"Don Pedro",135
610,"Benedick",134
613,"Don Pedro",135
615,"Benedick",134
619,"Don Pedro",135
621,"Benedick",134
623,"Don Pedro",135
690,"Claudio",125
694,"Beatrice",106
696,"Don Pedro",135
1513,"Hero",44
626,"Benedick",134
648,"Don Pedro",135
649,"(stage directions)",126
650,"Benedick",134
659,"Don Pedro",135
660,"Benedick",134
662,"(stage directions)",126
663,"Don Pedro",135
665,"Beatrice",106
669,"Don Pedro",135
670,"Beatrice",106
673,"Don Pedro",135
674,"Claudio",125
675,"Don Pedro",135
676,"Claudio",125
677,"Beatrice",106
680,"Don Pedro",135
686,"Leonato",120
689,"Beatrice",106
752,"Hero",44
697,"Beatrice",106
700,"Claudio",125
701,"Beatrice",106
704,"Don Pedro",135
705,"Beatrice",106
708,"Don Pedro",135
709,"Beatrice",106
713,"Don Pedro",135
716,"Beatrice",106
719,"Leonato",120
720,"Beatrice",106
721,"(stage directions)",126
722,"Don Pedro",135
723,"Leonato",120
728,"Don Pedro",135
729,"Leonato",120
730,"Don Pedro",135
731,"Leonato",120
